term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1164.9579668176796 1.1308671458294086 
semi 	 11413.066242772313 0.6050223467562018 
fictional 	 12745.810295177782 0.6050223467562018 
practices 	 5623.16435287283 0.6050223467562018 
resulted 	 7930.048459667637 0.6050223467562018 
exile 	 13803.668762231982 0.6050223467562018 
tried 	 8071.109839961786 0.6050223467562018 
convicted 	 9128.968307015988 0.6050223467562018 
absentia 	 13803.668762231982 0.6050223467562018 
public 	 2814.227859367017 0.6050223467562018 
selling 	 7320.54731293509 0.6050223467562018 
office 	 4279.101410696619 0.6050223467562018 
representative 	 6652.817139811133 0.6050223467562018 
discovery 	 8546.786781637213 0.6050223467562018 
shown 	 7013.2513729075845 0.6050223467562018 
princess 	 13803.668762231982 0.6050223467562018 
cleves 	 15612.08975631288 0.6050223467562018 
lafayette 	 13803.668762231982 0.6050223467562018 
henri 	 11995.247768151086 0.6050223467562018 
setting 	 6053.857421560632 0.6050223467562018 
witold 	 15612.08975631288 0.6050223467562018 
rybczynski 	 15612.08975631288 0.6050223467562018 
comfort 	 9604.645248691415 0.6050223467562018 
rebuke 	 15612.08975631288 0.6050223467562018 
ramon 	 11995.247768151086 0.6050223467562018 
valle 	 13803.668762231982 0.6050223467562018 
inclan 	 13803.668762231982 0.6050223467562018 
miguel 	 13803.668762231982 0.6050223467562018 
unamuno 	 13803.668762231982 0.6050223467562018 
generation 	 8071.109839961786 0.6050223467562018 
intellectuals 	 10535.210177427567 0.6050223467562018 
awareness 	 8726.789183346671 0.6050223467562018 
spain's 	 13803.668762231982 0.6050223467562018 
loss 	 6191.2049222240985 0.6050223467562018 
national 	 2973.605647742415 0.6050223467562018 
prestige 	 9879.530834042684 0.6050223467562018 
following 	 1921.628651905209 0.9290090697449582 
horacio 	 5997.623884075543 0.9290090697449582 
quiroga 	 6372.905147588891 0.9290090697449582 
autobiographical 	 11413.066242772313 0.6050223467562018 
considered 	 5405.621735150847 0.6050223467562018 
america's 	 7547.559995501034 0.6050223467562018 
compared 	 5512.1263188541925 0.6050223467562018 
contrasted 	 8920.13688269573 0.6050223467562018 
rostand 	 15612.08975631288 0.6050223467562018 
webster 	 13803.668762231982 0.6050223467562018 
effect 	 4114.959240200444 0.6050223467562018 
approach 	 5303.294894533936 0.6050223467562018 
affecting 	 7320.54731293509 0.6050223467562018 
divergent 	 10535.210177427567 0.6050223467562018 
cyrano 	 15612.08975631288 0.6050223467562018 
bergerac 	 15612.08975631288 0.6050223467562018 
daddy 	 13803.668762231982 0.6050223467562018 
legs 	 10937.389301096884 0.6050223467562018 
cinderella 	 13803.668762231982 0.6050223467562018 
known 	 4761.563791827496 0.6050223467562018 
fairy 	 15612.08975631288 0.6050223467562018 
originally 	 8546.786781637213 0.6050223467562018 
in1697 	 15612.08975631288 0.6050223467562018 
paris 	 9128.968307015988 0.6050223467562018 
charles 	 8378.40577998929 0.6050223467562018 
perrault 	 15612.08975631288 0.6050223467562018 
noblemen 	 15612.08975631288 0.6050223467562018 
peasants 	 13803.668762231982 0.6050223467562018 
resided 	 13803.668762231982 0.6050223467562018 
gods 	 5267.6050887137835 0.9290090697449582 
illustrates 	 11995.247768151086 0.6050223467562018 
inability 	 7930.048459667637 0.6050223467562018 
destiny 	 8920.13688269573 0.6050223467562018 
achilles 	 11995.247768151086 0.6050223467562018 
bravest 	 15612.08975631288 0.6050223467562018 
heroes 	 11413.066242772313 0.6050223467562018 
wiliest 	 15612.08975631288 0.6050223467562018 
lowly 	 15612.08975631288 0.6050223467562018 
position 	 3786.537678676035 0.6050223467562018 
execution 	 9604.645248691415 0.6050223467562018 
socrates 	 11413.066242772313 0.6050223467562018 
universal 	 8920.13688269573 0.6050223467562018 
multitude 	 12745.810295177782 0.6050223467562018 
range 	 5923.3802342813415 0.6050223467562018 
reflect 	 8378.40577998929 0.6050223467562018 
ambiguity 	 11413.066242772313 0.6050223467562018 
indeterminate 	 12745.810295177782 0.6050223467562018 
depicted 	 9355.98098958193 0.6050223467562018 
homer 	 12745.810295177782 0.6050223467562018 
era 	 3131.3444229404445 0.9290090697449582 
hesiod 	 15612.08975631288 0.6050223467562018 
dramatists 	 13803.668762231982 0.6050223467562018 
classics 	 11995.247768151086 0.6050223467562018 
philosophic 	 9879.530834042684 0.6050223467562018 
period 	 5018.393941797272 0.6050223467562018 
ages 	 7930.048459667637 0.6050223467562018 
metamorphoses 	 15612.08975631288 0.6050223467562018 
song 	 9355.98098958193 0.6050223467562018 
roland 	 11995.247768151086 0.6050223467562018 
rise 	 5987.803260529619 0.6050223467562018 
absurdism 	 7806.04487815644 0.9290090697449582 
decadence 	 6372.905147588891 0.9290090697449582 
motif 	 11413.066242772313 0.6050223467562018 
leguin's 	 15612.08975631288 0.6050223467562018 
reconciliation 	 15612.08975631288 0.6050223467562018 
opposites 	 11995.247768151086 0.6050223467562018 
symbolized 	 13803.668762231982 0.6050223467562018 
top 	 2437.0154333988376 0.6050223467562018 
experienced 	 3165.3735710819606 0.6050223467562018 
microsoft 	 1686.1815657885222 0.9290090697449582 
internet 	 2700.775202316239 0.6050223467562018 
explorer 	 3494.8739004530385 0.6050223467562018 
msie30 	 3494.8739004530385 0.6050223467562018 
http 	 1144.7218036657014 0.6050223467562018 
www 	 1134.5502508212514 0.6050223467562018 
com 	 419.7690283338956 1.1308671458294086 
htm 	 1711.6608319408629 0.6050223467562018 
start 	 2814.227859367017 0.6050223467562018 
send 	 2756.8848917377327 0.6050223467562018 
mailto 	 1895.2843306923978 0.6050223467562018 
copyright 	 2034.8363097295203 0.6050223467562018 
asm 	 3494.8739004530385 0.6050223467562018 
communications 	 2794.97315942752 0.6050223467562018 
rights 	 2403.7793151455235 0.6050223467562018 
reserved 	 2892.6999400810755 0.6050223467562018 
